<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.11.23	1.34388	1.35161	1.34235	1.34862	135851	106227555000	9
2016.11.24	1.34892	1.35349	1.34760	1.34879	111161	90008503000	9
2016.11.25	1.34861	1.35342	1.34532	1.35067	143836	113211256000	9
2016.11.28	1.34938	1.35367	1.33962	1.34093	149957	124816097000	9
2016.11.29	1.34075	1.34805	1.33954	1.34308	137896	112432074000	9
2016.11.30	1.34313	1.34633	1.33562	1.34364	173562	126560393000	9
2016.12.02	1.33158	1.33205	1.32543	1.32800	127726	88048733000	9
2016.12.05	1.32837	1.33553	1.32357	1.32709	140386	99693865000	9
2016.12.06	1.32658	1.33109	1.32517	1.32757	108449	70790937000	9
2016.12.07	1.32716	1.32959	1.32228	1.32352	98384	64626479000	9
2016.12.08	1.32328	1.32500	1.31840	1.31890	121482	73176599000	9
2016.12.09	1.31862	1.32121	1.31520	1.31705	104083	65635173000	9
2016.12.12	1.31456	1.31610	1.31077	1.31295	120206	70046480000	9
2016.12.13	1.31250	1.31392	1.31020	1.31303	115802	82010322000	9
2016.12.14	1.31224	1.32948	1.30798	1.32831	149844	97446559000	9
2016.12.15	1.32766	1.34170	1.32670	1.33328	212148	151698772000	9
2016.12.16	1.33351	1.33922	1.33177	1.33296	166245	114798479000	9
2016.12.19	1.33325	1.34222	1.33169	1.34064	126634	96455580000	9
2016.12.20	1.34070	1.34336	1.33594	1.33668	119795	92894543000	9
2016.12.21	1.33638	1.34268	1.33571	1.34108	121909	103186345000	9
2016.12.22	1.34109	1.35197	1.34080	1.34762	124967	103370237000	9
2016.12.23	1.34833	1.35565	1.34746	1.35241	102310	72636007000	9
2016.12.26	1.35200	1.35240	1.31757	1.35059	20545	20675407000	18
2016.12.27	1.35021	1.35793	1.35011	1.35744	88491	77213899000	9
2016.12.28	1.35747	1.35980	1.35387	1.35590	107896	79087898000	9
2016.12.29	1.35514	1.35597	1.34807	1.35013	143581	110537728000	9
2016.12.30	1.34938	1.35073	1.34005	1.34296	165060	128746335000	9
2017.01.02	1.34205	1.34522	1.33661	1.34331	65448	72764289000	9
2017.01.03	1.34306	1.34602	1.33981	1.34257	148210	122706393000	9
2017.01.04	1.34249	1.34569	1.32813	1.32999	168618	128384977000	9
